user_idx,item_idx
19287,493
5408,493
25541,493
14932,493
31425,493
26187,493
31425,493
22251,493
5704,493
14703,493
2724,493
20260,493
14703,493
14703,493
3763,493
24057,493
4412,493
7902,493
24057,493
4412,493
25981,493
21421,493
554,493
18049,493
3051,493
16218,493
16270,493
31544,493
16887,493
15232,493
29314,493
24883,493
5544,493
29314,493
23691,493
8323,493
23691,493
24883,493
28511,493
8323,493
20383,493
11915,493
6054,493
22506,493
24199,493
29345,493
20012,493
20171,493
18138,493
14825,493
21518,493
4690,493
26335,493
1959,493
11076,493
13612,493
9806,493
8829,493
26242,493
26870,493
20971,493
16267,493
16267,493
7754,493
9469,493
16680,493
25781,493
16680,493
25781,493
20697,140
18528,140
18764,140
27906,140
24484,140
1349,140
7577,140
13147,140
27627,140
6467,140
18115,140
7149,140
26102,140
9480,140
19945,140
28111,140
12465,140
26265,140
5682,152
2293,152
17614,152
13761,152
7301,152
19409,152
19101,152
22825,152
3439,152
4850,152
1255,152
1540,152
1936,152
2999,152
12489,152
14122,152
22179,152
28816,152
2293,152
11129,152
1657,152
15836,152
19732,152
7263,152
20368,152
19889,152
3125,152
22986,152
1451,764
19902,764
30702,764
22748,764
9382,764
17397,764
10521,764
11323,764
24333,764
31445,764
23803,764
17937,764
828,764
19670,764
28169,764
17834,764
11752,764
1597,764
28078,764
30954,764
30134,764
14403,764
816,764
13764,764
21677,116
19775,116
22742,116
19285,116
22132,116
5973,116
19584,116
19384,116
20795,116
22702,116
24972,116
19013,116
13058,116
21277,116
1021,921
23835,921
16183,921
11898,921
783,921
11662,921
9534,921
8919,921
15485,921
13668,921
6017,921
25782,921
14292,921
4947,921
31979,921
31979,921
4921,921
5811,921
9601,921
24503,921
13937,921
31971,921
4303,921
29459,921
235,921
31990,921
16675,921
31990,921
16377,921
4921,921
23377,921
26961,921
31990,921
24611,921
16230,921
3718,921
18240,921
1679,921
9964,921
11714,921
6154,921
1083,921
12390,921
16584,921
11534,921
11534,921
20159,921
23435,921
28019,921
12339,921
30179,921
13964,921
29252,921
13050,921
26483,921
24100,921
11077,808
1579,808
7590,808
6839,808
30168,808
9605,808
31210,808
11710,808
22823,808
14724,808
5630,808
7250,808
607,808
22187,808
12285,808
12680,808
28541,808
28601,808
26712,808
32342,808
9768,808
15234,808
19217,808
10907,808
4618,808
9300,808
27601,808
18960,808
26754,808
25803,808
3270,808
12648,808
27981,808
24100,808
18197,48
25806,48
25282,48
21635,48
26874,48
15355,48
22220,48
2494,48
13919,48
22709,48
26440,48
1719,48
13940,48
25697,48
10762,48
6750,48
21183,48
5469,48
18520,48
10978,48
3138,48
2731,48
